Scan Name,Updated,Type,Module,Source,F/P,Data
example-scan,2025-05-12 10:54:29,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/79618077
{'tags': ['firefox', 'cypress'], 'question_score': 0, 'is_accepted': False, 'has_accepted_answer': False, 'answer_count': 0, 'is_answered': False, 'question_id': 79618077, 'item_type': 'question', 'score': 0, 'last_activity_date': 1747060762, 'creation_date': 1747060762, 'body': 'this is my code which I am using to run for Firefox but doesn&#39;t work. This code works for chrome and edge only.\nI added chromeWebSecurity: false, in the cypress.config.js for disabling &#39;websecurity&#39; for chrome and edge\n\n\n', 'excerpt': 'I added chromeWebSecurity: false, in the cypress.config.js for disabling &#39;websecurity&#39; for chrome and edge\ncy.origin(&#39;https://<span class=""highlight"">example.com</span>/a&#39;, () =&gt; {\n  const { OnlineTicketOfficePage } = Cypress.require &hellip; ', 'title': 'what is the workaround for Firfefox to utilise cy.origin() to disable websecurity?'}"
example-scan,2025-05-12 10:44:32,RAW_RIR_DATA,sfp_stackoverflow,example.com,0,"https://stackoverflow.com/questions/79618077
{'tags': ['firefox', 'cypress'], 'question_score': 0, 'is_accepted': False, 'has_accepted_answer': False, 'answer_count': 0, 'is_answered': False, 'question_id': 79618077, 'item_type': 'question', 'score': 0, 'last_activity_date': 1747060762, 'creation_date': 1747060762, 'body': 'this is my code which I am using to run for Firefox but doesn&#39;t work. This code works for chrome and edge only.\nI added chromeWebSecurity: false, in the cypress.config.js for disabling &#39;websecurity&#39; for chrome and edge\n\n\n', 'excerpt': 'I added chromeWebSecurity: false, in the cypress.config.js for disabling &#39;websecurity&#39; for chrome and edge\ncy.origin(&#39;https://<span class=""highlight"">example.com</span>/a&#39;, () =&gt; {\n  const { OnlineTicketOfficePage } = Cypress.require &hellip; ', 'title': 'what is the workaround for Firfefox to utilise cy.origin() to disable websecurity?'}"
example-scan,2025-05-12 10:44:48,EMAILADDR,sfp_grep_app,example.com,0,AUTHOR@example.com
example-scan,2025-05-12 10:48:40,WEBSERVER_BANNER,sfp_urlscan,www.example.com,0,AkamaiNetStorage
example-scan,2025-05-12 10:47:24,WEBSERVER_BANNER,sfp_urlscan,example.com,0,AkamaiNetStorage
example-scan,2025-05-12 10:50:04,USERNAME,sfp_stackoverflow,example.com,0,AlanSTACK
example-scan,2025-05-12 10:53:31,USERNAME,sfp_stackoverflow,example.com,0,AlanSTACK
example-scan,2025-05-12 10:46:23,USERNAME,sfp_stackoverflow,example.com,0,AlanSTACK
example-scan,2025-05-12 10:50:09,HUMAN_NAME,sfp_stackoverflow,Possible full name: Ali Habbash,0,Ali Habbash
example-scan,2025-05-12 10:46:32,HUMAN_NAME,sfp_stackoverflow,Possible full name: Ali Habbash,0,Ali Habbash
example-scan,2025-05-12 10:53:35,HUMAN_NAME,sfp_stackoverflow,Possible full name: Ali Habbash,0,Ali Habbash
example-scan,2025-05-12 10:50:09,USERNAME,sfp_stackoverflow,example.com,0,COil
example-scan,2025-05-12 10:53:35,USERNAME,sfp_stackoverflow,example.com,0,COil
example-scan,2025-05-12 10:46:32,USERNAME,sfp_stackoverflow,example.com,0,COil
example-scan,2025-05-12 10:48:40,GEOINFO,sfp_urlscan,www.example.com,0,CZ
example-scan,2025-05-12 10:47:23,GEOINFO,sfp_urlscan,example.com,0,CZ
example-scan,2025-05-12 10:44:47,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            02:02:d6:2a:24:0d:61:73:7b:5d:bf:13:2c:87:fc:f3
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1
        Validity
            Not Before: Jan 14 00:00:00 2025 GMT
            Not After : Feb 14 23:59:59 2026 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet\xC2\xA0Corporation\xC2\xA0for\xC2\xA0Assigned\xC2\xA0Names\xC2\xA0and\xC2\xA0Numbers, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:fa:dc:f7:49:60:34:e1:ca:bc:12:21:83:2a:6f:
                    f3:aa:b8:28:d1:4a:76:0f:99:04:67:37:c8:3b:54:
                    d9:a9:98:b6:6a:e8:17:ec:0a:27:52:f3:84:b7:1a:
                    76:c5:02:89:77:49:ae:72:e2:e5:66:a5:c0:0a:f4:
                    ee:8c:04:20:b9:46:14:ff:0d:50:67:1d:07:01:6"
example-scan,2025-05-12 10:44:51,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            02:02:d6:2a:24:0d:61:73:7b:5d:bf:13:2c:87:fc:f3
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1
        Validity
            Not Before: Jan 14 00:00:00 2025 GMT
            Not After : Feb 14 23:59:59 2026 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet\xC2\xA0Corporation\xC2\xA0for\xC2\xA0Assigned\xC2\xA0Names\xC2\xA0and\xC2\xA0Numbers, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:fa:dc:f7:49:60:34:e1:ca:bc:12:21:83:2a:6f:
                    f3:aa:b8:28:d1:4a:76:0f:99:04:67:37:c8:3b:54:
                    d9:a9:98:b6:6a:e8:17:ec:0a:27:52:f3:84:b7:1a:
                    76:c5:02:89:77:49:ae:72:e2:e5:66:a5:c0:0a:f4:
                    ee:8c:04:20:b9:46:14:ff:0d:50:67:1d:07:01:6"
example-scan,2025-05-12 10:45:14,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            02:52:16:e1:c4:99:8e:26:32:aa:5d:1d:a9:85:b4:3c
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1
        Validity
            Not Before: Dec 10 00:00:00 2021 GMT
            Not After : Dec  9 23:59:59 2022 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Verizon Digital Media Services, Inc., CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:a0:30:42:56:d7:0b:a1:11:b9:f3:0b:ec:cc:f2:
                    4c:b0:6f:13:02:6b:cf:07:f3:85:f0:42:8f:c5:54:
                    98:81:6e:7a:93:38:b6:fa:46:42:b3:5c:e6:c9:3b:
                    59:93:61:24:43:20:f5:7a:89:c9:77:ad:ff:87:c8:
                    08:db:86:f5:dc:61:75:96:5f:dc:f0:08:ca:3a:b9:
                    5e:0f:fa:37:7c:65:6a:ca:08:27:1e:9d:d8:0a:3f"
example-scan,2025-05-12 10:45:17,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            02:52:16:e1:c4:99:8e:26:32:aa:5d:1d:a9:85:b4:3c
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1
        Validity
            Not Before: Dec 10 00:00:00 2021 GMT
            Not After : Dec  9 23:59:59 2022 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Verizon Digital Media Services, Inc., CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:a0:30:42:56:d7:0b:a1:11:b9:f3:0b:ec:cc:f2:
                    4c:b0:6f:13:02:6b:cf:07:f3:85:f0:42:8f:c5:54:
                    98:81:6e:7a:93:38:b6:fa:46:42:b3:5c:e6:c9:3b:
                    59:93:61:24:43:20:f5:7a:89:c9:77:ad:ff:87:c8:
                    08:db:86:f5:dc:61:75:96:5f:dc:f0:08:ca:3a:b9:
                    5e:0f:fa:37:7c:65:6a:ca:08:27:1e:9d:d8:0a:3f"
example-scan,2025-05-12 10:46:46,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            04:11:de:8f:53:b4:62:f6:a5:a8:61:b7:12:ec:6b:59
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 High Assurance Server CA
        Validity
            Not Before: Nov  6 00:00:00 2014 GMT
            Not After : Nov 13 12:00:00 2015 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet Corporation for Assigned Names and Numbers, OU=Technology, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:9e:66:3f:52:a3:d1:8c:b6:7c:df:ed:54:74:08:
                    a4:e4:7e:40:36:53:89:88:da:27:98:da:3b:66:55:
                    f7:24:0d:69:3e:d1:cb:3f:e6:d6:ad:3a:9e:65:7f:
                    f6:ef:a8:6b:83:b0:ca:d2:4e:5d:31:ff:2b:f7:0e:
                    c3:b7:8b:21:3f:1b:4b:f6:1b:dc:66:9c:bb:c0:7d:
       "
example-scan,2025-05-12 10:46:03,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            06:fb:0a:7d:9e:40:19:25:b7:55:cf:0b:76:da:35:85
        Signature Algorithm: sha1WithRSAEncryption
        Issuer: emailAddress=pki_admin@sungard.com, O=SunGard Availability Services, CN=SAS Public CA v1
        Validity
            Not Before: Sep  2 16:36:49 2010 GMT
            Not After : Oct  1 16:31:00 2011 GMT
        Subject: C=US, ST=OR, L=Portland, DC=com, DC=jivesoftware, O=Jive Software, Inc., OU=Hosting, CN=*.hosted.jivesoftware.com
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:b4:a2:8a:e7:4c:8c:8b:e5:88:d9:32:93:70:cb:
                    e5:76:60:96:cb:a9:a2:eb:6c:fa:db:58:50:ac:34:
                    90:f1:76:7b:9b:8d:f4:7b:d5:a5:be:61:89:54:64:
                    5f:33:a2:ae:23:15:eb:64:6e:50:9e:87:2b:cf:11:
                    be:6d:0f:f9:77:fd:66:61:89:76:0e:ce:23:c3:ae:
                "
example-scan,2025-05-12 10:44:54,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            07:5b:ce:f3:06:89:c8:ad:df:13:e5:1a:f4:af:e1:87
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1
        Validity
            Not Before: Jan 30 00:00:00 2024 GMT
            Not After : Mar  1 23:59:59 2025 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet\xC2\xA0Corporation\xC2\xA0for\xC2\xA0Assigned\xC2\xA0Names\xC2\xA0and\xC2\xA0Numbers, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:86:85:0f:bb:0e:f9:ca:5f:d9:f5:e0:0a:32:2c:
                    33:d9:aa:0e:07:29:a8:2f:08:ad:78:bd:c2:06:bf:
                    f7:2d:2b:a6:a7:27:3d:53:a6:4c:c3:4b:b2:27:77:
                    20:d6:c1:54:49:b8:08:da:f9:70:a9:61:f6:b2:49:
                    9d:69:57:da:fb:6d:24:34:72:2e:47:f0:04:3f:9"
example-scan,2025-05-12 10:44:57,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            07:5b:ce:f3:06:89:c8:ad:df:13:e5:1a:f4:af:e1:87
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1
        Validity
            Not Before: Jan 30 00:00:00 2024 GMT
            Not After : Mar  1 23:59:59 2025 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet\xC2\xA0Corporation\xC2\xA0for\xC2\xA0Assigned\xC2\xA0Names\xC2\xA0and\xC2\xA0Numbers, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:86:85:0f:bb:0e:f9:ca:5f:d9:f5:e0:0a:32:2c:
                    33:d9:aa:0e:07:29:a8:2f:08:ad:78:bd:c2:06:bf:
                    f7:2d:2b:a6:a7:27:3d:53:a6:4c:c3:4b:b2:27:77:
                    20:d6:c1:54:49:b8:08:da:f9:70:a9:61:f6:b2:49:
                    9d:69:57:da:fb:6d:24:34:72:2e:47:f0:04:3f:9"
example-scan,2025-05-12 10:44:41,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            0a:d8:93:ba:fa:68:b0:b7:fb:7a:40:4f:06:ec:af:9a
        Signature Algorithm: ecdsa-with-SHA384
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1
        Validity
            Not Before: Jan 15 00:00:00 2025 GMT
            Not After : Jan 15 23:59:59 2026 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet Corporation for Assigned Names and Numbers, CN=*.example.com
        Subject Public Key Info:
            Public Key Algorithm: id-ecPublicKey
                Public-Key: (256 bit)
                pub:
                    04:9a:48:97:84:2d:61:6c:08:c9:6a:14:a0:c8:38:
                    80:e6:00:c0:87:fa:99:57:0e:1b:00:e2:d8:87:92:
                    57:e7:08:fb:3c:5e:b0:d3:84:28:37:c1:24:11:8e:
                    d3:20:71:74:bd:93:8f:4e:09:03:ce:02:3b:b0:e4:
                    66:73:cf:af:ee
                ASN1 OID: prime256v1
                NIST CURVE: P-256
        X50"
example-scan,2025-05-12 10:44:50,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            0a:d8:93:ba:fa:68:b0:b7:fb:7a:40:4f:06:ec:af:9a
        Signature Algorithm: ecdsa-with-SHA384
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1
        Validity
            Not Before: Jan 15 00:00:00 2025 GMT
            Not After : Jan 15 23:59:59 2026 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet Corporation for Assigned Names and Numbers, CN=*.example.com
        Subject Public Key Info:
            Public Key Algorithm: id-ecPublicKey
                Public-Key: (256 bit)
                pub:
                    04:9a:48:97:84:2d:61:6c:08:c9:6a:14:a0:c8:38:
                    80:e6:00:c0:87:fa:99:57:0e:1b:00:e2:d8:87:92:
                    57:e7:08:fb:3c:5e:b0:d3:84:28:37:c1:24:11:8e:
                    d3:20:71:74:bd:93:8f:4e:09:03:ce:02:3b:b0:e4:
                    66:73:cf:af:ee
                ASN1 OID: prime256v1
                NIST CURVE: P-256
        X50"
example-scan,2025-05-12 10:45:00,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            0c:1f:cb:18:45:18:c7:e3:86:67:41:23:6d:6b:73:f1
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1
        Validity
            Not Before: Jan 13 00:00:00 2023 GMT
            Not After : Feb 13 23:59:59 2024 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet\xC2\xA0Corporation\xC2\xA0for\xC2\xA0Assigned\xC2\xA0Names\xC2\xA0and\xC2\xA0Numbers, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:c2:80:77:89:59:b8:45:6f:ba:4a:d9:11:fa:7b:
                    ad:c7:57:d0:7a:fb:b6:fa:dd:05:bb:a2:81:71:bb:
                    e1:7f:21:d2:5f:2e:f0:d2:72:4e:75:34:f8:8d:62:
                    e3:4a:da:51:90:d4:01:3d:9c:0c:c0:71:f7:e6:2f:
                    b6:d6:07:67:26:d0:de:ff:17:ce:f0:85:fd:31:c1:
       "
example-scan,2025-05-12 10:45:04,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            0c:1f:cb:18:45:18:c7:e3:86:67:41:23:6d:6b:73:f1
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1
        Validity
            Not Before: Jan 13 00:00:00 2023 GMT
            Not After : Feb 13 23:59:59 2024 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet\xC2\xA0Corporation\xC2\xA0for\xC2\xA0Assigned\xC2\xA0Names\xC2\xA0and\xC2\xA0Numbers, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:c2:80:77:89:59:b8:45:6f:ba:4a:d9:11:fa:7b:
                    ad:c7:57:d0:7a:fb:b6:fa:dd:05:bb:a2:81:71:bb:
                    e1:7f:21:d2:5f:2e:f0:d2:72:4e:75:34:f8:8d:62:
                    e3:4a:da:51:90:d4:01:3d:9c:0c:c0:71:f7:e6:2f:
                    b6:d6:07:67:26:d0:de:ff:17:ce:f0:85:fd:31:c1:
       "
example-scan,2025-05-12 10:46:33,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            0e:64:c5:fb:c2:36:ad:e1:4b:17:2a:eb:41:c7:8c:b0
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 High Assurance Server CA
        Validity
            Not Before: Nov  3 00:00:00 2015 GMT
            Not After : Nov 28 12:00:00 2018 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet Corporation for Assigned Names and Numbers, OU=Technology, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:b3:40:96:2f:61:63:3e:25:c1:97:ad:65:45:fb:
                    ef:13:42:b3:2c:99:86:f4:b5:80:0b:76:dc:06:38:
                    2c:1f:a3:62:55:5a:36:76:de:ae:5d:fc:e2:e5:b4:
                    e6:ec:5d:ca:ee:ca:df:50:16:24:2c:ee:fc:9a:b6:
                    8c:f6:a8:b3:ac:7a:08:7b:2a:1f:ad:5f:e7:fa:96:
       "
example-scan,2025-05-12 10:45:07,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            0f:aa:63:10:93:07:bc:3d:41:48:92:64:0c:cd:4d:9a
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1
        Validity
            Not Before: Mar 14 00:00:00 2022 GMT
            Not After : Mar 14 23:59:59 2023 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet\xC2\xA0Corporation\xC2\xA0for\xC2\xA0Assigned\xC2\xA0Names\xC2\xA0and\xC2\xA0Numbers, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:95:5d:96:63:9a:e5:1a:7d:5f:a7:0b:ee:06:18:
                    f4:9d:50:5c:37:10:b1:90:75:06:fe:92:46:e0:7b:
                    da:25:e9:fb:60:86:75:98:b7:3b:fc:fe:2c:9c:e2:
                    59:88:47:f0:58:54:e2:90:73:5b:71:40:9c:62:22:
                    86:f0:99:05:79:b6:4e:60:c7:35:53:d3:e2:12:d5:
       "
example-scan,2025-05-12 10:45:10,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            0f:aa:63:10:93:07:bc:3d:41:48:92:64:0c:cd:4d:9a
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1
        Validity
            Not Before: Mar 14 00:00:00 2022 GMT
            Not After : Mar 14 23:59:59 2023 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet\xC2\xA0Corporation\xC2\xA0for\xC2\xA0Assigned\xC2\xA0Names\xC2\xA0and\xC2\xA0Numbers, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:95:5d:96:63:9a:e5:1a:7d:5f:a7:0b:ee:06:18:
                    f4:9d:50:5c:37:10:b1:90:75:06:fe:92:46:e0:7b:
                    da:25:e9:fb:60:86:75:98:b7:3b:fc:fe:2c:9c:e2:
                    59:88:47:f0:58:54:e2:90:73:5b:71:40:9c:62:22:
                    86:f0:99:05:79:b6:4e:60:c7:35:53:d3:e2:12:d5:
       "
example-scan,2025-05-12 10:45:22,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            0f:be:08:b0:85:4d:05:73:8a:b0:cc:e1:c9:af:ee:c9
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1
        Validity
            Not Before: Nov 24 00:00:00 2020 GMT
            Not After : Dec 25 23:59:59 2021 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet Corporation for Assigned Names and Numbers, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:ba:fc:ee:cc:ca:0a:08:ff:0e:93:1d:b3:be:0b:
                    9c:03:96:22:9e:b1:4f:10:ae:51:40:fd:53:5f:b3:
                    c4:61:40:28:04:ee:a2:e6:12:00:b0:82:85:98:5c:
                    6d:5b:6b:20:84:44:62:95:4e:6b:76:7c:50:70:5d:
                    df:13:1d:ec:63:83:ad:63:a5:52:04:f2:cf:84:ba:
                    db:2a:8c:c7:2e:b4:3c:64:df:eb"
example-scan,2025-05-12 10:45:26,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            0f:be:08:b0:85:4d:05:73:8a:b0:cc:e1:c9:af:ee:c9
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1
        Validity
            Not Before: Nov 24 00:00:00 2020 GMT
            Not After : Dec 25 23:59:59 2021 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet Corporation for Assigned Names and Numbers, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:ba:fc:ee:cc:ca:0a:08:ff:0e:93:1d:b3:be:0b:
                    9c:03:96:22:9e:b1:4f:10:ae:51:40:fd:53:5f:b3:
                    c4:61:40:28:04:ee:a2:e6:12:00:b0:82:85:98:5c:
                    6d:5b:6b:20:84:44:62:95:4e:6b:76:7c:50:70:5d:
                    df:13:1d:ec:63:83:ad:63:a5:52:04:f2:cf:84:ba:
                    db:2a:8c:c7:2e:b4:3c:64:df:eb"
example-scan,2025-05-12 10:45:32,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            0f:d0:78:dd:48:f1:a2:bd:4d:0f:2b:a9:6b:60:38:fe
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA
        Validity
            Not Before: Nov 28 00:00:00 2018 GMT
            Not After : Dec  2 12:00:00 2020 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet Corporation for Assigned Names and Numbers, OU=Technology, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:d0:f0:12:74:a0:96:20:72:08:65:19:12:5a:5d:
                    4a:d0:3a:8c:66:8f:a0:29:2b:a7:db:d5:ac:0c:cf:
                    a5:71:92:15:42:15:b0:07:92:76:31:75:d7:27:8e:
                    4d:50:6a:75:d1:7b:53:5e:27:aa:ed:eb:a4:60:3a:
                    f2:8e:45:18:6b:45:33:5c:85:11:aa:20:12:fe:60:
                    ac:9d:4c:45:8f:d"
example-scan,2025-05-12 10:45:37,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            0f:d0:78:dd:48:f1:a2:bd:4d:0f:2b:a9:6b:60:38:fe
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA
        Validity
            Not Before: Nov 28 00:00:00 2018 GMT
            Not After : Dec  2 12:00:00 2020 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet Corporation for Assigned Names and Numbers, OU=Technology, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:d0:f0:12:74:a0:96:20:72:08:65:19:12:5a:5d:
                    4a:d0:3a:8c:66:8f:a0:29:2b:a7:db:d5:ac:0c:cf:
                    a5:71:92:15:42:15:b0:07:92:76:31:75:d7:27:8e:
                    4d:50:6a:75:d1:7b:53:5e:27:aa:ed:eb:a4:60:3a:
                    f2:8e:45:18:6b:45:33:5c:85:11:aa:20:12:fe:60:
                    ac:9d:4c:45:8f:d"
example-scan,2025-05-12 10:45:41,SSL_CERTIFICATE_RAW,sfp_crt,example.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            0f:d0:78:dd:48:f1:a2:bd:4d:0f:2b:a9:6b:60:38:fe
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=DigiCert Inc, CN=DigiCert SHA2 Secure Server CA
        Validity
            Not Before: Nov 28 00:00:00 2018 GMT
            Not After : Dec  2 12:00:00 2020 GMT
        Subject: C=US, ST=California, L=Los Angeles, O=Internet Corporation for Assigned Names and Numbers, OU=Technology, CN=www.example.org
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                Public-Key: (2048 bit)
                Modulus:
                    00:d0:f0:12:74:a0:96:20:72:08:65:19:12:5a:5d:
                    4a:d0:3a:8c:66:8f:a0:29:2b:a7:db:d5:ac:0c:cf:
                    a5:71:92:15:42:15:b0:07:92:76:31:75:d7:27:8e:
                    4d:50:6a:75:d1:7b:53:5e:27:aa:ed:eb:a4:60:3a:
                    f2:8e:45:18:6b:45:33:5c:85:11:aa:20:12:fe:60:
                    ac:9d:4c:45:8f:d"
